"article_id","title","description","link","timestamp","clicks","journal"
"8926","Criminal Career Dimensions of Juvenile- and Adult-Onset Offenders","<h3>Abstract</h3>
                  <span>
                    <h3>Purpose</h3>
                    <p>Earlier studies tried to predict and explain adult-onset offending, most often by comparing risk factors for juvenile and adult onset of criminal behavior. Little is known, however, about how criminal careers of adult-onset offenders develop. The aim of this study is to describe and compare juvenile- and adult-onset criminal careers of both men and women in terms of frequency, intensity, duration, recidivism, crime mix, seriousness, and specialization.</p>
                  </span>
                  <span>
                    <h3>Methods</h3>
                    <p>Using a sample of 43,338 offenders who all had a criminal record in 2013, criminal careers are reconstructed retrospectively up to age 12 and prospectively up to the 1st of July, 2014. Male and female juvenile- and adult-onset offenders are identified and compared on the abovementioned parameters of their criminal careers.</p>
                  </span>
                  <span>
                    <h3>Results</h3>
                    <p>Compared to all other groups, female adult-onset offenders commit fewer crimes, offend at a lower rate, desist from crime earlier, have lower recidivism risks at least up to the tenth crime, commit different types of offenses, commit more minor and less serious crimes, and are more specialized in the types of crime they commit. Male juvenile-onset offenders have the most serious career in terms of these career dimensions.</p>
                  </span>
                  <span>
                    <h3>Conclusions</h3>
                    <p>Criminal careers of adult-onset offenders, both men and women, develop differently on all dimensions. Implications for life-course criminological theories and prevention strategies are discussed.</p>
                  </span>","http://link.springer.com/10.1007/s40865-017-0074-5","2018-01-09 05:45:58","60","Journal of Developmental and Life-Course Criminology"
"8927","Burning Bridges: Why Donâ€™t Organised Crime Groups Pull Back From Violent Conflicts?",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/17440572.2018.1423800?ai=vl&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:45:40","38","Global Crime"
"8928","Euâ€™s Response to Foreign Fighters: New Threat, Old Challenges?",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1404456?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","71","Terrorism and Political Violence"
"8929","Organizational Dynamics, Public Condemnation and the Impetus to Disengage From Violence",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1419193?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","42","Terrorism and Political Violence"
"8930","The Language of Radicalization: Female Internet Recruitment to Participation in Isis Activities",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1385457?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","53","Terrorism and Political Violence"
"8931","Radicalization As Martialization: Towards A Better Appreciation For the Progression to Violence",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1404455?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","38","Terrorism and Political Violence"
"8932","Hired Guns: Using Pro-Government Militias For Political Competition",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1388793?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","70","Terrorism and Political Violence"
"8933","â€˜suspect Categories,â€™ Alienation and Counterterrorism: Critically Assessing Prevent in the UK",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1415889?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","50","Terrorism and Political Violence"
"8934","The Islamic State Attacks on Shia Holy Sites and the â€œShrine Protection Narrativeâ€: Threats to Sacred Space As A Mobilization Frame",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1398741?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","49","Terrorism and Political Violence"
"8935","Political Elites and the Rise of the Boko Haram Insurgency in Nigeria",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1400431?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","58","Terrorism and Political Violence"
"8936","Why Radicalization Fails: Barriers to Mass Casualty Terrorism",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1409212?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","121","Terrorism and Political Violence"
"8937","Mixed Mandates: Issues Concerning Organizational and Statutory Definitions of Terrorism in the United States",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1404457?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","106","Terrorism and Political Violence"
"8938","Voting For Trouble? Partisan Electoral Interventions and Domestic Terrorism",". &lt;br/&gt;","http://www.tandfonline.com/doi/full/10.1080/09546553.2017.1383243?ai=vx&amp;mi=fnpx1z&amp;af=R","2018-01-09 10:46:45","48","Terrorism and Political Violence"
"8939","A Situational Crime Prevention Analysis of Anglican Clergyâ€™s Child Protective Practices","Publication date: <pubdate>March 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 77<br>     Author(s): Michael Andre   Guerzoni<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">To date, a predominant focus within the field of &lsquo;clerical collar crime&rsquo; has revolved around institutional-level church responses to child sexual abuse events, survivors and offenders. Comparatively, little attention has been directed towards the micro-level and in particular, examining clerical responses to child sexual abuse. This article presents empirical findings concerning the &lsquo;everyday&rsquo; child protective practices of Anglican clergy in the Diocese of Tasmania, Australia. Research data was acquired through open-ended qualitative interviews conducted with a sample of 34 clergy in a broader study of clerical culture, <italic>habitus</italic> and life amidst the &lsquo;church abuse crisis&rsquo;. The framework of Situational Crime Prevention is employed to evaluate the feasibility of clergy&rsquo;s child-safe practices and comment on how these practices could be further altered through professional development. Research findings demonstrate that clergy possess an active awareness of risk, and execute a series of protective measures to minimise both sexual interactions with children and allegations of impropriety.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213417304738%26_version%3D1%26md5%3D2f31bff0db27ae7dadb6ead9f76e0527","2018-01-09 12:00:18","66","Child Abuse and Neglect"
"8940","Mediators Between Adverse Childhood Experiences and Suicidality","Publication date: <pubdate>March 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 77<br>     Author(s): Minna   Rytil&auml;-Manninen, Henna   Haravuori, Sari   Fr&ouml;jd, Mauri   Marttunen, Nina   Lindberg<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">We investigated whether psychiatric symptomatology, impulsivity, family and social dysfunction, and alcohol use mediate the relationship between adverse childhood experiences (ACEs) and suicidality.</simple-para><simple-para view=""all"">The study population comprised 206 adolescent psychiatric inpatients and 203 age- and gender-matched adolescents from the community. ACEs and suicidality were assessed using the Schedule for Affective Disorders and Schizophrenia for School-Age Children &ndash; Present and Lifetime version, the Life Events Checklist, and a structured background data collection sheet. Psychiatric symptomatology was measured using the Symptom Checklist &minus;90. Impulsivity, social dysfunction, and family dysfunction were measured using the Offer Self-Image Questionnaire, and alcohol use was assessed with the Alcohol Use Disorders Identification Test. A simple mediation test and multiple mediation analyses were conducted.</simple-para><simple-para view=""all"">A positive direct effect of ACEs on suicidality was observed. Also seen was a positive indirect effect of ACEs on suicidality through psychiatric symptomatology, impulsivity, and family and social dysfunctions. Alcohol misuse did not, however, mediate the relationship between ACEs and suicidality. According to the multiple mediation analyses, psychiatric symptomatology was the most significant mediator, followed by impulsivity.</simple-para><simple-para view=""all"">Psychiatric symptoms, impulsivity, and family and social dysfunctions are factors that should be taken into consideration when assessing suicidality in adolescents.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213417304556%26_version%3D1%26md5%3D99fdcac58adf65a31ac80f6a8d113848","2018-01-09 12:00:18","49","Child Abuse and Neglect"
